station,date,PM2.5,PM10,SO2,NO2,CO,O3
Aotizhongxin,2013-04-16,57.041666666666664,161.08333333333334,33.333333333333336,44.8421052631579,1399.0,101.0
Aotizhongxin,2013-04-17,47.958333333333336,90.375,20.875,52.708333333333336,1100.0,82.0
Aotizhongxin,2013-04-18,11.041666666666666,42.416666666666664,4.4285,28.932125,600.0,86.0
Aotizhongxin,2013-04-19,49.583333333333336,86.95833333333333,20.708333333333332,56.416666666666664,1300.0,73.0
Aotizhongxin,2013-04-20,69.58333333333333,83.625,11.125,55.125,900.0,109.0
Aotizhongxin,2013-04-21,127.04166666666667,159.625,28.9577,71.17055,1399.0,25.0
Aotizhongxin,2013-04-22,172.70833333333334,183.375,46.61233333333333,66.92082916666666,2000.0,48.0
Aotizhongxin,2013-04-23,183.83333333333334,191.79166666666666,28.083333333333332,62.25,1600.0,39.0
Aotizhongxin,2013-04-24,89.04166666666667,116.79166666666667,14.791666666666666,39.583333333333336,1800.0,93.0
Aotizhongxin,2013-04-25,12.166666666666666,39.083333333333336,5.708333333333333,39.208333333333336,900.0,89.0
Aotizhongxin,2013-04-26,65.125,150.04166666666666,35.82608695652174,78.52173913043478,1700.0,136.0
Aotizhongxin,2013-04-27,64.5,128.5,46.18570434782608,67.15292173913043,1200.0,144.0
Aotizhongxin,2013-04-28,71.95833333333333,118.91666666666667,55.0,60.291666666666664,2500.0,104.0
Aotizhongxin,2013-04-29,14.625,61.5,6.916666666666667,24.125,700.0,107.0
Aotizhongxin,2013-04-30,17.791666666666668,54.458333333333336,7.5,43.5,700.0,109.0
Aotizhongxin,2013-05-01,35.125,91.25,20.5,47.875,700.0,60.0
Aotizhongxin,2013-05-02,79.04347826086956,127.375,44.291666666666664,64.08333333333333,1500.0,118.0
Aotizhongxin,2013-05-03,85.16666666666667,75.66666666666667,27.375,30.375,1500.0,154.0
Aotizhongxin,2013-05-04,101.95833333333333,121.41666666666667,29.541666666666668,37.208333333333336,900.0,145.0
Aotizhongxin,2013-05-05,197.41666666666666,241.875,47.541666666666664,72.16666666666667,2100.0,206.0
Aotizhongxin,2013-05-06,221.375,253.79166666666666,34.833333333333336,50.25,2100.0,230.0
Aotizhongxin,2013-05-07,178.66666666666666,230.75,51.791666666666664,85.79166666666667,1800.0,234.0
Aotizhongxin,2013-05-08,130.04166666666666,160.08333333333334,73.125,65.04166666666667,2200.0,129.0
Aotizhongxin,2013-05-09,52.0,68.16666666666667,21.833333333333332,62.875,900.0,75.0
Aotizhongxin,2013-05-10,50.958333333333336,98.79166666666667,16.583333333333332,59.5,1200.0,110.0
Aotizhongxin,2013-05-11,43.083333333333336,133.16666666666666,20.666666666666668,71.16666666666667,1000.0,109.0
Aotizhongxin,2013-05-12,36.0,105.70833333333333,22.916666666666668,63.416666666666664,1100.0,165.0
Aotizhongxin,2013-05-13,85.83333333333333,181.91666666666666,69.79166666666667,87.58333333333333,3100.0,171.0
Aotizhongxin,2013-05-14,49.083333333333336,121.0,20.791666666666668,50.458333333333336,3000.0,136.0
Aotizhongxin,2013-05-15,63.208333333333336,161.0,64.79166666666667,65.70833333333333,3299.0,222.0
Aotizhongxin,2013-05-16,124.0,118.08333333333333,34.416666666666664,61.458333333333336,1399.0,199.0
Aotizhongxin,2013-05-17,105.33333333333333,138.91666666666666,33.5,53.333333333333336,2000.0,168.0
Aotizhongxin,2013-05-18,119.54166666666667,154.79166666666666,20.833333333333332,52.541666666666664,2700.0,147.0
Aotizhongxin,2013-05-19,56.208333333333336,172.29166666666666,11.458333333333334,26.333333333333332,900.0,98.0
Aotizhongxin,2013-05-20,38.958333333333336,145.45833333333334,21.0,50.25,500.0,149.2974
Aotizhongxin,2013-05-21,97.08333333333333,238.75,44.708333333333336,78.58333333333333,1233.3333333333335,211.2012
Aotizhongxin,2013-05-22,59.708333333333336,141.54166666666666,42.666666666666664,76.5,1966.6666666666667,196.2072
Aotizhongxin,2013-05-23,62.416666666666664,139.25,36.083333333333336,96.04166666666667,2700.0,215.0
Aotizhongxin,2013-05-24,103.95833333333333,177.25,20.708333333333332,75.29166666666667,3000.0,154.0
Aotizhongxin,2013-05-25,59.791666666666664,121.20833333333333,31.041666666666668,62.458333333333336,1800.0,248.0
Aotizhongxin,2013-05-26,97.33333333333333,118.58333333333333,12.0,55.625,2899.0,47.0
Aotizhongxin,2013-05-27,67.29166666666667,83.0,7.166666666666667,53.625,1500.0,64.0
Aotizhongxin,2013-05-28,70.41666666666667,87.125,3.375,70.08333333333333,1500.0,44.0
Aotizhongxin,2013-05-29,15.125,57.958333333333336,5.375,31.5,500.0,120.0
Aotizhongxin,2013-05-30,55.166666666666664,139.45833333333334,20.75,81.54166666666667,1100.0,210.0
Aotizhongxin,2013-05-31,94.70833333333333,158.5,32.25,52.833333333333336,1300.0,223.0
Aotizhongxin,2013-06-01,69.95833333333333,123.0,9.25,61.041666666666664,1000.0,150.0
Aotizhongxin,2013-06-02,153.70833333333334,183.875,15.375,67.70833333333333,2700.0,140.0
Aotizhongxin,2013-06-03,118.45833333333333,156.20833333333334,14.541666666666666,78.75,1700.0,286.0
Aotizhongxin,2013-06-04,123.33333333333333,166.83333333333334,13.0,88.58333333333333,2299.0,137.0
Aotizhongxin,2013-06-05,122.79166666666667,118.0,3.0,55.541666666666664,2500.0,42.0
Aotizhongxin,2013-06-06,126.79166666666667,136.95833333333334,3.75,58.541666666666664,3000.0,29.0
Aotizhongxin,2013-06-07,121.78260869565217,131.54166666666666,5.791666666666667,67.875,2700.0,10.0
Aotizhongxin,2013-06-08,169.91666666666666,197.29166666666666,7.458333333333333,81.16666666666667,3200.0,11.0
Aotizhongxin,2013-06-09,47.875,54.666666666666664,5.726133333333333,65.57535,2600.0,38.0
Aotizhongxin,2013-06-10,23.458333333333332,36.416666666666664,5.125,70.08333333333333,900.0,108.0
Aotizhongxin,2013-06-11,62.458333333333336,88.95833333333333,5.75,88.25,800.0,173.0
Aotizhongxin,2013-06-12,60.125,71.70833333333333,13.833333333333334,69.08333333333333,1399.0,209.0
Aotizhongxin,2013-06-13,112.70833333333333,139.375,32.291666666666664,84.58333333333333,2299.0,272.0
Aotizhongxin,2013-06-14,109.95833333333333,160.25,33.875,78.95833333333333,1300.0,264.0
Aotizhongxin,2013-06-15,126.58333333333333,186.75,37.833333333333336,108.78260869565217,2000.0,233.0
Aotizhongxin,2013-06-16,172.83333333333334,184.08333333333334,36.875,91.08333333333333,2899.0,101.0
Aotizhongxin,2013-06-17,43.583333333333336,57.333333333333336,8.5,56.0,1399.0,197.0
Aotizhongxin,2013-06-18,48.125,99.29166666666667,14.416666666666666,90.875,1000.0,178.0
Aotizhongxin,2013-06-19,52.416666666666664,84.66666666666667,22.11111111111111,60.61057391304348,1700.0,233.6922
Aotizhongxin,2013-06-20,56.208333333333336,92.875,19.980660869565217,96.94349130434783,500.0,144.3708
Aotizhongxin,2013-06-21,50.916666666666664,102.08333333333333,13.1376,81.452775,862.375,160.8642
Aotizhongxin,2013-06-22,50.041666666666664,64.16666666666667,3.5141217391304345,62.62542608695652,1224.75,72.1854
Aotizhongxin,2013-06-23,57.0,62.708333333333336,8.7822,63.42059166666667,1587.125,261.5382
Aotizhongxin,2013-06-24,109.625,126.83333333333333,8.6989,60.14434583333334,1949.5,218.0556
Aotizhongxin,2013-06-25,121.43478260869566,112.375,14.647200000000002,62.40142380952381,2311.875,65.1168
Aotizhongxin,2013-06-26,151.95652173913044,148.54166666666666,10.145008695652175,59.579770833333335,2674.25,302.8788
Aotizhongxin,2013-06-27,84.54166666666667,111.0,11.935699999999999,68.81827083333333,3036.625,280.3878
Aotizhongxin,2013-06-28,318.0,329.4583333333333,32.75513043478261,76.70414782608695,3399.0,124.0
Aotizhongxin,2013-06-29,101.83333333333333,106.79166666666667,10.291666666666666,61.333333333333336,2700.0,85.0
Aotizhongxin,2013-06-30,221.54166666666666,227.45833333333334,18.916666666666668,70.54166666666667,3399.0,119.0
Aotizhongxin,2013-07-01,174.91666666666666,150.7391304347826,18.90393333333333,72.6846625,2799.0,30.0
Aotizhongxin,2013-07-02,13.791666666666666,28.083333333333332,4.708333333333333,43.958333333333336,2399.0,114.0
Aotizhongxin,2013-07-03,26.916666666666668,80.5,8.416666666666666,72.29166666666667,900.0,164.0
Aotizhongxin,2013-07-04,21.666666666666668,64.45833333333333,6.666666666666667,57.291666666666664,700.0,224.0
Aotizhongxin,2013-07-05,19.791666666666668,47.625,5.416666666666667,45.916666666666664,700.0,183.0
Aotizhongxin,2013-07-06,57.125,134.66666666666666,13.708333333333334,59.208333333333336,1300.0,226.0
Aotizhongxin,2013-07-07,88.29166666666667,110.0,9.0,42.166666666666664,1500.0,234.0
Aotizhongxin,2013-07-08,98.41666666666667,90.20833333333333,6.125,54.833333333333336,1200.0,155.0
Aotizhongxin,2013-07-09,88.41666666666667,76.30434782608695,6.541666666666667,60.875,1300.0,67.0
Aotizhongxin,2013-07-10,31.25,42.333333333333336,3.7083333333333335,53.833333333333336,700.0,64.0
Aotizhongxin,2013-07-11,34.416666666666664,53.25,4.2436,57.924,800.0,103.0302
Aotizhongxin,2013-07-12,68.33333333333333,84.125,6.130300000000001,55.201375000000006,1100.0,289.0
Aotizhongxin,2013-07-13,129.45833333333334,115.875,9.333333333333334,47.791666666666664,2000.0,196.0
Aotizhongxin,2013-07-14,100.70833333333333,98.54166666666667,16.041666666666668,46.875,1800.0,196.0
Aotizhongxin,2013-07-15,48.25,32.25,3.7083333333333335,52.583333333333336,2100.0,42.0
Aotizhongxin,2013-07-16,23.041666666666668,31.958333333333332,4.666666666666667,41.375,1200.0,91.0
Aotizhongxin,2013-07-17,41.541666666666664,82.66666666666667,12.958333333333334,59.916666666666664,1000.0,215.0
Aotizhongxin,2013-07-18,145.66666666666666,131.33333333333334,16.5,53.583333333333336,2300.0,121.0
Aotizhongxin,2013-07-19,130.20833333333334,123.45833333333333,10.375,49.791666666666664,1100.0,217.0
Aotizhongxin,2013-07-20,79.66666666666667,98.04166666666667,6.75,49.583333333333336,1200.0,196.0
Aotizhongxin,2013-07-21,76.375,106.5,8.708333333333334,57.791666666666664,1100.0,183.0
Aotizhongxin,2013-07-22,85.5,125.70833333333333,16.28455652173913,62.20679583333333,1500.0,184.0
Aotizhongxin,2013-07-23,40.916666666666664,73.5,8.5,35.583333333333336,1000.0,163.0
Aotizhongxin,2013-07-24,35.916666666666664,65.29166666666667,9.333333333333334,50.0,900.0,135.0
Aotizhongxin,2013-07-25,31.041666666666668,81.04166666666667,12.0,49.375,1800.0,266.0
Aotizhongxin,2013-07-26,51.25,79.58333333333333,27.875,65.08333333333333,2400.0,36.0
Aotizhongxin,2013-07-27,105.83333333333333,87.16666666666667,5.666666666666667,67.66666666666667,1700.0,41.0
Aotizhongxin,2013-07-28,69.91666666666667,58.208333333333336,6.666666666666667,53.56521739130435,2800.0,214.0
Aotizhongxin,2013-07-29,58.916666666666664,98.41666666666667,5.375,81.58333333333333,1400.0,203.0
Aotizhongxin,2013-07-30,114.91666666666667,131.33333333333334,7.458333333333333,60.25,1300.0,291.0
Aotizhongxin,2013-07-31,43.791666666666664,65.66666666666667,6.478260869565218,47.91304347826087,900.0,240.0
Aotizhongxin,2013-08-01,43.458333333333336,37.666666666666664,3.4106666666666663,63.27016666666666,1100.0,77.0
Aotizhongxin,2013-08-02,69.58333333333333,74.29166666666667,7.166666666666667,59.041666666666664,1200.0,241.0
Aotizhongxin,2013-08-03,26.291666666666668,52.083333333333336,4.112533333333333,44.0076125,500.0,195.993
Aotizhongxin,2013-08-04,77.875,93.25,6.392433333333333,41.3105,900.0,307.8054
Aotizhongxin,2013-08-05,45.125,48.208333333333336,3.5058000000000002,48.402095833333334,700.0,352.7874
Aotizhongxin,2013-08-06,133.625,171.875,4.660266666666667,61.156004347826084,1300.0,288.9558
Aotizhongxin,2013-08-07,33.708333333333336,29.25,5.304945454545455,41.8726,700.0,113.7402
Aotizhongxin,2013-08-08,28.083333333333332,63.125,6.886433333333333,58.331199999999995,800.0,219.0
Aotizhongxin,2013-08-09,34.875,78.5,9.986121739130436,54.49050416666666,700.0,266.0
Aotizhongxin,2013-08-10,92.33333333333333,146.375,10.213766666666666,53.83175833333333,1400.0,358.9992
Aotizhongxin,2013-08-11,147.29166666666666,145.79166666666666,4.214166666666666,50.752829166666665,2300.0,169.0
Aotizhongxin,2013-08-12,49.0,41.583333333333336,3.0184695652173916,41.45104090909091,800.0,148.0
Aotizhongxin,2013-08-13,87.16666666666667,92.58333333333333,8.25,54.041666666666664,1100.0,190.0
Aotizhongxin,2013-08-14,67.45833333333333,91.91666666666667,6.333333333333333,74.95833333333333,1000.0,243.0
Aotizhongxin,2013-08-15,121.33333333333333,138.79166666666666,8.583333333333334,61.375,1800.0,217.0
Aotizhongxin,2013-08-16,126.5,152.875,8.166666666666666,66.75,3300.0,138.0
Aotizhongxin,2013-08-17,43.541666666666664,67.29166666666667,11.791666666666666,47.833333333333336,1700.0,115.0
Aotizhongxin,2013-08-18,12.625,34.375,5.666666666666667,39.166666666666664,900.0,153.0
Aotizhongxin,2013-08-19,20.583333333333332,50.375,5.833333333333333,60.25,900.0,153.0
Aotizhongxin,2013-08-20,92.875,145.83333333333334,14.166666666666666,68.25,2000.0,184.0
Aotizhongxin,2013-08-21,106.83333333333333,88.08333333333333,8.5,54.833333333333336,1400.0,162.0
Aotizhongxin,2013-08-22,117.56521739130434,148.875,5.375,102.83333333333333,1600.0,62.0
Aotizhongxin,2013-08-23,57.541666666666664,85.41666666666667,6.541666666666667,69.375,1500.0,130.0
Aotizhongxin,2013-08-24,33.5,82.29166666666667,7.0,72.95833333333333,1100.0,149.0
Aotizhongxin,2013-08-25,36.583333333333336,90.25,8.166666666666666,67.33333333333333,1000.0,248.0
Aotizhongxin,2013-08-26,52.125,105.79166666666667,12.083333333333334,64.125,2300.0,221.0
Aotizhongxin,2013-08-27,59.875,85.29166666666667,11.625,65.20833333333333,2000.0,71.0
Aotizhongxin,2013-08-28,61.458333333333336,55.708333333333336,6.0,56.1764705882353,3300.0,54.0
Aotizhongxin,2013-08-29,28.041666666666668,48.583333333333336,3.75,26.615384615384617,2400.0,66.0
Aotizhongxin,2013-08-30,8.625,24.541666666666668,2.25,31.791666666666668,600.0,75.0
Aotizhongxin,2013-08-31,16.208333333333332,47.25,6.125,43.708333333333336,600.0,116.0
Aotizhongxin,2013-09-01,42.166666666666664,91.0,10.541666666666666,50.458333333333336,1400.0,178.0
Aotizhongxin,2013-09-02,47.833333333333336,75.625,11.166666666666666,51.416666666666664,1500.0,175.0
Aotizhongxin,2013-09-03,94.5,132.20833333333334,11.0,55.791666666666664,1700.0,200.0
Aotizhongxin,2013-09-04,69.95833333333333,65.83333333333333,5.0,52.5,1200.0,85.0
Aotizhongxin,2013-09-05,20.0,25.17391304347826,5.625,37.791666666666664,1300.0,99.0
Aotizhongxin,2013-09-06,64.375,67.83333333333333,14.416666666666666,53.416666666666664,2300.0,141.0
Aotizhongxin,2013-09-07,72.20833333333333,87.625,10.916666666666666,64.70833333333333,2500.0,129.0
Aotizhongxin,2013-09-08,85.54166666666667,118.08333333333333,20.458333333333332,65.29166666666667,3000.0,105.0
Aotizhongxin,2013-09-09,74.625,80.79166666666667,11.458333333333334,53.875,1700.0,130.0
Aotizhongxin,2013-09-10,52.75,72.04166666666667,10.541666666666666,56.78947368421053,1300.0,87.0
Aotizhongxin,2013-09-11,58.0,106.70833333333333,16.458333333333332,63.5,1400.0,168.0
Aotizhongxin,2013-09-12,149.0,198.25,25.041666666666668,111.54166666666667,2300.0,137.0
Aotizhongxin,2013-09-13,83.83333333333333,101.30434782608695,3.875,63.666666666666664,1900.0,62.0
Aotizhongxin,2013-09-14,51.375,65.125,6.25,52.65217391304348,1600.0,86.0
Aotizhongxin,2013-09-15,20.666666666666668,63.791666666666664,11.0,56.208333333333336,800.0,82.0
Aotizhongxin,2013-09-16,46.583333333333336,103.125,19.208333333333332,66.45833333333333,1400.0,91.0
Aotizhongxin,2013-09-17,82.625,120.29166666666667,16.541666666666668,76.33333333333333,2600.0,1.0
Aotizhongxin,2013-09-18,105.33333333333333,101.75,17.75,61.958333333333336,3600.0,65.0
Aotizhongxin,2013-09-19,105.70833333333333,104.5,17.958333333333332,54.791666666666664,2299.0,122.0
Aotizhongxin,2013-09-20,51.875,74.875,4.833333333333333,54.0,1700.0,82.0
Aotizhongxin,2013-09-21,38.708333333333336,76.04166666666667,8.916666666666666,53.0,1200.0,161.0
Aotizhongxin,2013-09-22,77.04166666666667,128.08333333333334,11.166666666666666,86.25,3000.0,26.0
Aotizhongxin,2013-09-23,38.958333333333336,60.333333333333336,9.708333333333334,40.791666666666664,3300.0,35.0
Aotizhongxin,2013-09-24,10.458333333333334,24.375,7.291666666666667,39.875,800.0,65.0
Aotizhongxin,2013-09-25,11.625,41.916666666666664,6.125,50.041666666666664,700.0,78.0
Aotizhongxin,2013-09-26,42.5,94.33333333333333,16.0,73.125,1700.0,115.0
Aotizhongxin,2013-09-27,161.75,210.83333333333334,34.166666666666664,102.625,2300.0,214.0
Aotizhongxin,2013-09-28,241.08333333333334,260.6666666666667,22.415233333333333,85.83461249999999,1900.0,146.0
Aotizhongxin,2013-09-29,226.56521739130434,231.5,19.333333333333332,97.58333333333333,1900.0,61.0
Aotizhongxin,2013-09-30,153.54166666666666,163.875,29.333333333333332,91.66666666666667,2100.0,64.0
Aotizhongxin,2013-10-01,75.70833333333333,85.58333333333333,9.875,61.041666666666664,2200.0,68.7582
Aotizhongxin,2013-10-02,15.541666666666666,30.041666666666668,5.875,38.958333333333336,500.0,98.0
Aotizhongxin,2013-10-03,57.291666666666664,91.70833333333333,30.833333333333332,62.541666666666664,2800.0,81.0
Aotizhongxin,2013-10-04,139.45833333333334,170.75,46.916666666666664,92.29166666666667,3400.0,124.0
Aotizhongxin,2013-10-05,281.4166666666667,300.4166666666667,30.083333333333332,112.83333333333333,2900.0,129.0
Aotizhongxin,2013-10-06,226.25,235.625,45.375,99.04166666666667,2900.0,52.0
Aotizhongxin,2013-10-07,78.25,92.66666666666667,44.208333333333336,60.25,2300.0,68.0
Aotizhongxin,2013-10-08,58.125,87.41666666666667,30.666666666666668,56.833333333333336,1400.0,80.0
Aotizhongxin,2013-10-09,141.5,184.5,45.0,95.125,1900.0,33.0
Aotizhongxin,2013-10-10,76.375,105.20833333333333,45.836099999999995,41.125,1700.0,48.0
Aotizhongxin,2013-10-11,48.416666666666664,95.75,34.6171,73.29166666666667,2700.0,90.0
Aotizhongxin,2013-10-12,64.75,85.5,5.497800000000001,81.83333333333333,1300.0,78.0
Aotizhongxin,2013-10-13,46.708333333333336,55.875,6.7116,63.541666666666664,1400.0,53.0
Aotizhongxin,2013-10-14,31.333333333333332,37.5,3.1059,48.083333333333336,1100.0,36.0
Aotizhongxin,2013-10-15,15.541666666666666,26.0,5.350466666666667,50.416666666666664,800.0,52.0
Aotizhongxin,2013-10-16,49.625,82.29166666666667,8.125,68.25,1300.0,61.0
Aotizhongxin,2013-10-17,132.66666666666666,170.33333333333334,22.208333333333332,94.83333333333333,1800.0,56.0
Aotizhongxin,2013-10-18,225.58333333333334,254.20833333333334,41.208333333333336,126.16666666666667,3000.0,24.0
Aotizhongxin,2013-10-19,68.375,65.625,15.75,48.208333333333336,2500.0,47.0
Aotizhongxin,2013-10-20,24.916666666666668,47.666666666666664,7.612966666666666,56.080058333333334,900.0,52.0
Aotizhongxin,2013-10-21,84.04166666666667,128.45833333333334,18.458333333333332,86.574525,1100.0,71.757
Aotizhongxin,2013-10-22,132.82608695652175,170.0,28.083,94.4197375,1100.0,54.0
Aotizhongxin,2013-10-23,26.208333333333332,67.33333333333333,7.75,44.041666666666664,800.0,54.0
Aotizhongxin,2013-10-24,18.625,40.583333333333336,3.7916666666666665,26.0,600.0,84.0
Aotizhongxin,2013-10-25,40.666666666666664,63.25,10.208333333333334,58.125,1600.0,78.0
Aotizhongxin,2013-10-26,59.666666666666664,91.25,15.666666666666666,72.65217391304348,2100.0,76.0
Aotizhongxin,2013-10-27,185.29166666666666,225.70833333333334,35.708333333333336,122.45833333333333,3600.0,12.0
Aotizhongxin,2013-10-28,284.0833333333333,302.4583333333333,47.875,118.5,5900.0,94.0
Aotizhongxin,2013-10-29,36.875,48.75,13.958333333333334,46.166666666666664,5300.0,65.0
Aotizhongxin,2013-10-30,81.625,110.20833333333333,14.5,77.83333333333333,1900.0,57.0
Aotizhongxin,2013-10-31,146.29166666666666,170.0,14.333333333333334,104.79166666666667,2500.0,47.5524
Aotizhongxin,2013-11-01,183.83333333333334,201.04166666666666,21.625,105.66666666666667,3100.0,31.059
Aotizhongxin,2013-11-02,228.0,232.29166666666666,17.333333333333332,111.5,2900.0,41.3406
Aotizhongxin,2013-11-03,49.958333333333336,53.833333333333336,7.416666666666667,43.208333333333336,2700.0,71.1144
Aotizhongxin,2013-11-04,36.541666666666664,60.833333333333336,12.541666666666666,58.541666666666664,1600.0,57.6198
Aotizhongxin,2013-11-05,166.29166666666666,221.54166666666666,34.25,100.5,3600.0,10.9242
Aotizhongxin,2013-11-06,106.54166666666667,144.5,14.333333333333334,58.25,2700.0,65.7594
Aotizhongxin,2013-11-07,31.130434782608695,65.0,13.291666666666666,47.833333333333336,2400.0,44.5536
Aotizhongxin,2013-11-08,129.625,172.79166666666666,55.375,90.625,3500.0,45.6246
Aotizhongxin,2013-11-09,95.79166666666667,125.29166666666667,51.958333333333336,66.95833333333333,3100.0,46.6956
Aotizhongxin,2013-11-10,18.125,41.708333333333336,9.583333333333334,27.041666666666668,1400.0,62.3322
Aotizhongxin,2013-11-11,34.5,55.125,18.833333333333332,47.416666666666664,1400.0,45.6246
Aotizhongxin,2013-11-12,60.666666666666664,84.95833333333333,22.791666666666668,59.75,2200.0,54.1926
Aotizhongxin,2013-11-13,166.375,190.58333333333334,60.833333333333336,98.66666666666667,4500.0,1.071
Aotizhongxin,2013-11-14,65.375,102.08333333333333,23.5,56.875,4200.0,59.976
Aotizhongxin,2013-11-15,92.83333333333333,167.875,33.166666666666664,91.0,3000.0,16.7076
Aotizhongxin,2013-11-16,44.541666666666664,90.91666666666667,15.833333333333334,33.875,3600.0,62.7606
Aotizhongxin,2013-11-17,10.083333333333334,19.5,10.208333333333334,27.416666666666668,800.0,61.6896
Aotizhongxin,2013-11-18,9.347826086956522,13.625,8.75,23.25,600.0,59.1192
Aotizhongxin,2013-11-19,32.208333333333336,50.666666666666664,15.666666666666666,40.291666666666664,1700.0,34.4862
Aotizhongxin,2013-11-20,71.45833333333333,99.75,33.5,64.04166666666667,3800.0,39.1986
Aotizhongxin,2013-11-21,105.04166666666667,127.29166666666667,45.875,77.16666666666667,4500.0,17.5644
Aotizhongxin,2013-11-22,141.66666666666666,157.04166666666666,57.708333333333336,92.16666666666667,5000.0,18.6354
Aotizhongxin,2013-11-23,197.54166666666666,217.875,67.95833333333333,112.04166666666667,5600.0,15.0
